school,homepage,name,areas
Aarhus University,http://www.cs.au.dk/~jbn/,Jesper Buus Nielsen,"[""crypt"",""act""]"
TU Munich,http://dblp.uni-trier.de/pers/m/Menze:Bjoern_H=,Bjoern Holger Menze,
Colorado State University,http://www.cs.colostate.edu/~massey/,Daniel Massey,"[""sec"",""comm""]"
University of Illinois at Urbana-Champaign,http://charm.cs.uiuc.edu/~kale/,Laxmikant V. Kalé,"[""hpc"",""plan""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/libkin/,Leonid Libkin,"[""ai"",""ir"",""log"",""mod""]"
Emory University,http://www.mathcs.emory.edu/~ale/,Alessandro Veneziani,
University of North Carolina,https://www.cs.unc.edu/~montek/,Montek Singh,"[""da""]"
Harvard University,http://rush.seas.harvard.edu/,Alexander M. Rush,"[""ai"",""nlp"",""mlmining""]"
Harvard University,http://www.eecs.harvard.edu/~parkes/,David C. Parkes,"[""ai"",""comm"",""mlmining"",""sec"",""chi""]"
Stony Brook University,http://www3.cs.stonybrook.edu/~niranjan/,Niranjan Balasubramanian,"[""metrics"",""nlp"",""ir""]"
Rutgers University,http://www.research.rutgers.edu/~dc789/,David Cash,"[""crypt"",""sec""]"
Naval Postgraduate School,http://faculty.nps.edu/vitae/cgi-bin/vita.cgi?p=display_vita&id=1023567683,Rudolph P. Darken,
University of Calgary,http://www.wjwillett.net/,Wesley Willett,"[""chi""]"
University of Southern California,http://rohslab.cmb.usc.edu/,Remo Rohs,
University of California - San Diego,http://cseweb.ucsd.edu/~kuan/,Chung-Kuan Cheng,"[""da""]"
North Carolina State University,http://www.enck.org/,William Enck,"[""mobile"",""soft"",""sec"",""ops""]"
Carnegie Mellon University,https://www.cs.cmu.edu/~ninamf/,Maria-Florina Balcan,"[""hpc"",""ai"",""mlmining"",""act""]"
New York University,http://engineering.nyu.edu/people/phyllis-frankl,Phyllis G. Frankl,"[""soft""]"
VU Amsterdam,https://www.researchgate.net/profile/Roel_Vrijer,Roel C. de Vrijer,
McGill University,http://cs.mcgill.ca/~jpineau/,Joelle Pineau,"[""ai"",""nlp"",""robotics"",""mlmining""]"
UNSW,http://www.google.com/search?q=Eric%20A.%20Martin%20UNSW&btnI,Eric A. Martin,
University of Adelaide,http://cs.adelaide.edu.au/~mingyu/,Mingyu Guo,"[""ai""]"
Rochester Institute of Technology,https://www.rit.edu/gccis/michael-yacci,Michael Yacci,
University of Illinois - Chicago,http://www.engineering.uic.edu/EngineeringDean/,Peter Nelson,
Australian National University,https://cecs.anu.edu.au/people/yuchao-dai,Yuchao Dai,"[""vision""]"
Oregon State University,http://web.engr.oregonstate.edu/~rah/,Rebecca A. Hutchinson,"[""ai"",""mlmining""]"
Florida State University,http://www.cs.fsu.edu/~duan/,Zhenhai Duan,"[""metrics"",""comm""]"
Australian National University,https://www.researchgate.net/profile/Heping_Shen,Heping Shen,
University of Kansas,https://psych.ku.edu/david-k-johnson,David Johnson,"[""metrics"",""nlp"",""robotics"",""comm"",""ir""]"
University of Western Australia,http://www.ecm.uwa.edu.au/contact/profiles?type=profile&dn=cn%3DChristof%20Hubner%2Cou%3DSchool%20of%20Computer%20Science%20and%20Software%20Engineering%2Cou%3DFaculty%20of%20Engineering%5C2C%20Computing%20and%20Mathematics%2Cou%3DFaculties%2Co%3DThe%20University%20of%20Western%20Australia,Christof Hübner,
Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/guillaume.hanrot/,Guillaume Hanrot,"[""crypt""]"
University of Melbourne,http://www.cis.unimelb.edu.au/people/staff.php?person_ID=9194,Aaron Harwood,
University of Toronto,http://www.cs.toronto.edu/~urtasun/,Raquel Urtasun,"[""vision"",""mlmining""]"
Imperial College London,http://www.doc.ic.ac.uk/~pp500/,Panos Parpas,
Arizona State University,https://en.wikipedia.org/wiki/Charles_Colbourn,Charles Joseph Colbourn,
Imperial College London,http://wp.doc.ic.ac.uk/gcasale/,Giuliano Casale,"[""metrics""]"
University of Waikato,http://www.cs.waikato.ac.nz/~daven/,David M. Nichols,
University of Illinois at Urbana-Champaign,http://wgropp.cs.illinois.edu/,William D. Gropp,"[""hpc""]"
University of Washington,https://www.cs.washington.edu/people/faculty/bodik,Rastislav Bodík,"[""ai"",""soft"",""ir"",""arch"",""plan""]"
UNSW,http://www.cse.unsw.edu.au/~salilk/,Salil S. Kanhere,"[""comm""]"
Ecole Normale Superieure de Lyon,http://perso.ens-lyon.fr/omar.fawzi/,Omar Fawzi,"[""crypt"",""act""]"
University of Western Australia,http://uwa.edu.au/people/mark.reynolds,Mark Reynolds,"[""ai"",""log""]"
TU Darmstadt,http://www.stg.tu-darmstadt.de/staff/mira_mezini/,Mira Mezini,"[""soft"",""plan""]"
University of Cambridge,http://www.cl.cam.ac.uk/~tgg22/,Timothy G. Griffin,"[""comm""]"
North Carolina State University,https://www.csc.ncsu.edu/people/keboyer,Kristy Elizabeth Boyer,"[""nlp""]"
Georgia Institute of Technology,http://www.cc.gatech.edu/~bboots3/,Byron Boots,"[""ai"",""robotics"",""mlmining""]"
University of Calgary,http://ruhe.cpsc.ucalgary.ca/,Günther Ruhe,"[""soft""]"
University of Illinois at Urbana-Champaign,http://wgropp.cs.illinois.edu/,Bill Gropp,"[""hpc""]"
Purdue University,https://www.cs.purdue.edu/homes/fahmy/,Sonia Fahmy,"[""comm""]"
University of Massachusetts - Lowell,https://www.uml.edu/About/leadership/Deans/Canning-James.aspx,James T. Canning,
Carnegie Mellon University,http://www.zicokolter.com/,Jeremy Z. Kolter,"[""mlmining""]"
University of Waterloo,http://edithlaw.ca/,Edith L. M. Law,
University of Waikato,http://www.cms.waikato.ac.nz/people/hinze,Annika Hinze,
RWTH Aachen,http://www.stefandecker.org/,Stefan Decker,"[""ai"",""chi"",""ir""]"
University of Montreal,http://www.iro.umontreal.ca/~mckenzie/,Pierre McKenzie,"[""log""]"
University of California - Los Angeles,http://www.cs.ucla.edu/~eeskin/,Eleazar Eskin,"[""ai"",""bio"",""sec"",""mlmining""]"
Naval Postgraduate School,http://faculty.nps.edu/cjdarken/,Christian Darken,
University of Delaware,https://www.eecis.udel.edu/~sethi/,Adarsh S. Sethi,
University of Tartu,http://kodu.ut.ee/~lipmaa/,Helger Lipmaa,"[""sec"",""mlmining""]"
University of Waterloo,http://www.npsg.uwaterloo.ca/people/gladimir/,Gladimir Baranoski,
Hebrew University of Jerusalem,http://www.cs.huji.ac.il/~amiw/,Ami Wiesel,
Rochester Institute of Technology,https://www.rit.edu/gccis/larry-hill,Larry Hill,
Yale University,http://www.cs.yale.edu/homes/aspnes/,James Aspnes,"[""act""]"
Oregon State University,http://eecs.oregonstate.edu/people/nguyen-thinh,Thinh Nguyen,"[""comm""]"
University of Texas - Dallas,https://www.utdallas.edu/~lkhan/,Latifur R. Khan,"[""ai""]"
University of Edinburgh,http://homepages.inf.ed.ac.uk/npt/,Nigel Topham,"[""robotics""]"
University of Washington,http://homes.cs.washington.edu/~kemelmi/,Ira Kemelmacher-Shlizerman,"[""graph"",""vision""]"
University of Calgary,http://pages.cpsc.ucalgary.ca/~rei/,Reihaneh Safavi-Naini,"[""comm"",""sec"",""crypt""]"
CUNY,http://www.cs.hunter.cuny.edu/~sakas/,William G. Sakas,
University of Athens,http://cgi.di.uoa.gr/~sgk/,Stavros G. Kolliopoulos,"[""comm"",""act""]"
Northeastern University,http://www.ccs.neu.edu/home/pjd/,Peter Desnoyers,"[""mobile"",""ops""]"
University of Tennessee,http://mockus.us/,Audris Mockus,"[""soft""]"
University of Colorado Boulder,https://www.colorado.edu/cs/users/tufo,Henry M. Tufo,"[""hpc""]"
University of Maryland - College Park,http://www.cs.umd.edu/~bederson/,Ben Bederson,
Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=511200,Paul J. Lyons,
University of Washington,http://homes.cs.washington.edu/~emina/,Emina Torlak,"[""soft"",""arch"",""plan"",""log""]"
Imperial College London,https://wp.doc.ic.ac.uk/rmisener/,Ruth Misener,
Tufts University,http://www.cs.tufts.edu/~cowen/,Lenore Cowen,"[""bio""]"
University of California - San Diego,https://cseweb.ucsd.edu/~rgraham/,Ronald L. Graham,"[""act"",""da""]"
University of Calgary,http://www.cpsc.ucalgary.ca/~sheelagh,Sheelagh Carpendale,"[""chi""]"
University of Massachusetts - Lowell,http://www.cs.uml.edu/~fredm/,Fred Martin,
University of Michigan,http://web.eecs.umich.edu/~prabal/,Prabal K. Dutta,
University of Auckland,http://www.tcs.auckland.ac.nz/~ulrich/publications.html,Ulrich Günther,
Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/dk2.html,Dmitry Korkin,"[""ai"",""bio""]"
Australian National University,http://www.google.com/search?q=Matt%20Stocks%20Australian%20National%20University&btnI,Matt Stocks,
Ecole Normale Superieure de Lyon,http://www-sop.inria.fr/members/Philippe.Nain/,Philippe Nain,"[""metrics"",""comm""]"
University of Calgary,http://www.cpsc.ucalgary.ca/~marina,Marina L. Gavrilova,
University of Maryland - College Park,https://www.cs.umd.edu/users/ben/,Ben Shneiderman,"[""mobile"",""graph"",""chi"",""mod""]"
Virginia Tech,https://www.bi.vt.edu/faculty/Madhav-Marathe,Madhav V. Marathe,"[""mlmining"",""ai"",""metrics"",""comm"",""act"",""hpc""]"
Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/sim.html,Suzanne Mello-Stark,
Florida State University,http://www.cs.fsu.edu/~engelen/,Robert A. van Engelen,"[""hpc""]"
University of Texas - Dallas,http://www.utdallas.edu/~praba/,B. Prabhakaran,
University of Edinburgh,http://homepages.inf.ed.ac.uk/keller/,Frank Keller,"[""nlp"",""vision""]"
University of Pennsylvania,https://www.cis.upenn.edu/~mitch/,Mitchell Marcus,"[""nlp""]"
University of Cambridge,http://www.cl.cam.ac.uk/~rdm34/,Robert Mullins,
University of Salerno,http://www.unisa.it/docenti/vincenzoauletta/en/index,Vincenzo Auletta,"[""ai"",""act""]"
University of California - San Diego,https://cseweb.ucsd.edu/~carter/,Larry Carter,"[""hpc"",""plan""]"
Ecole Normale Superieure,http://www.di.ens.fr/~ccheval/,Céline Chevalier,"[""crypt""]"
Imperial College London,http://www.imperial.ac.uk/people/n.jennings,Nick R. Jennings,"[""ai""]"
Indiana University,http://tor-lattimore.com/,Tor Lattimore,"[""mlmining""]"
Ohio State University,http://web.cse.ohio-state.edu/~xuan/,Dong Xuan,"[""comm"",""robotics"",""sec""]"
Massachusetts Institute of Technology,http://mit.edu/tidor,Bruce Tidor,"[""da""]"
University of Texas - Dallas,http://cs.utdallas.edu/people/faculty/mcmahan-ryan/,Ryan McMahan,
University of Canterbury,http://www.cosc.canterbury.ac.nz/tad.takaoka/,Tadao Takaoka,
Pennsylvania State University,http://www.cse.psu.edu/~wul2/,Wang-Chien Lee,"[""mobile"",""mlmining"",""ir"",""comm"",""mod""]"
University of Maryland - College Park,http://www.cs.umd.edu/~mwh/,Michael W. Hicks,"[""ops"",""comm"",""plan"",""sec"",""arch"",""mod""]"
University of Utah,http://www.sci.utah.edu/~beiwang,Bei Wang,"[""act""]"
University of California - Santa Barbara,http://people.cs.ucsb.edu/ebelding/front-page,Elizabeth M. Belding-Royer,"[""mobile"",""comm""]"
University of Pennsylvania,http://www.cis.upenn.edu/~boonloo/,Boon Thau Loo,"[""hpc"",""ops"",""comm"",""mod""]"
University of Rochester,https://www.cs.rochester.edu/~scott/,Michael L. Scott,"[""arch"",""plan"",""ops""]"
Monash University,http://www.csse.monash.edu.au/~srini/,Bala Srinivasan,
University of Nebraska,http://cse.unl.edu/~pierobon/,Massimiliano Pierobon,
Rutgers University,https://www.cs.rutgers.edu/~minsky/,Naftaly H. Minsky,"[""ir"",""sec""]"
Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~trink/,Jeffrey C. Trinkle,"[""robotics""]"
University of Delaware,https://www.eecis.udel.edu/~cshen/,Chien-Chung Shen,"[""comm""]"
University of Salerno,http://www.di.unisa.it/professori/latorre/,Salvatore La Torre,"[""log"",""plan""]"
University of Melbourne,http://people.eng.unimelb.edu.au/lizs/,Liz Sonenberg,"[""ai""]"
University of Utah,http://www.google.com/search?q=Thomas%20Schmid%20University%20of%20Utah&btnI,Thomas Schmid,"[""metrics"",""chi"",""robotics"",""mobile""]"
Carnegie Mellon University,http://www.cs.cmu.edu/~avrim/,Avrim Blum,"[""hpc"",""ai"",""act"",""mlmining"",""mod""]"
UNSW,http://www.google.com/search?q=Hailun%20Tan%20UNSW&btnI,Hailun Tan,
University of Luxembourg,http://wwwen.uni.lu/research/fstc/laboratory_of_algorithmics_cryptology_and_security_lacs/members/peter_ryan,Peter Y. A. Ryan,"[""sec""]"
Imperial College London,http://wp.doc.ic.ac.uk/nd/,Naranker Dulay,"[""ir""]"
University College London,http://mig.cs.ucl.ac.uk/index.php?n=People.GHZhang,Hui Gary Zhang,
Monash University,http://monash.edu/research/explore/en/persons/chengsiong-lee(05f9db46-8604-46ad-b06f-9637877cd0db).html,Vincent Cheng-Siong Lee,
Stony Brook University,http://www3.cs.stonybrook.edu/~stoller/,Scott D. Stoller,"[""soft"",""sec"",""log"",""plan""]"
University of Connecticut,http://www.engr.uconn.edu/~acr/,Alexander Russell,"[""hpc"",""ai"",""mlmining"",""crypt"",""act""]"
Victoria University of Wellington,http://ecs.victoria.ac.nz/Main/JamesQuilty,James Quilty,
Rochester Institute of Technology,https://www.rit.edu/gccis/elissa-weeden,Elissa Weeden,
University of Kansas,http://www.google.com/search?q=Gary%20J.%20Minden%20University%20of%20Kansas&btnI,Gary J. Minden,
University of Southern California,http://www-bcf.usc.edu/~liu32/,Yan Liu,"[""ops"",""mobile"",""chi"",""mlmining"",""ai"",""comm"",""mod""]"
University of Oxford,http://www.zoo.ox.ac.uk/people/view/rogers_ad.htm,Alex Rogers,"[""ai"",""chi"",""robotics""]"
Georgia Institute of Technology,http://www.cc.gatech.edu/~keith/,Keith Edwards,
Columbia University,http://www.cs.columbia.edu/~augustin/,Augustin Chaintreau,"[""metrics"",""comm"",""ir"",""sec""]"
University of Canterbury,http://www.cosc.canterbury.ac.nz/matthias.galster/,Matthias Galster,
University of Texas - Dallas,http://www.utdallas.edu/~ewong,W. Eric Wong,
Stony Brook University,https://www.cs.stonybrook.edu/people/faculty/OmkantPandey,Omkant Pandey,"[""crypt"",""sec"",""act""]"
University of Illinois - Chicago,https://www.cs.uic.edu/~liub,Bing Liu 0001,"[""ai"",""nlp"",""ir"",""mlmining""]"
University of North Carolina,http://ttic.uchicago.edu/~mbansal/,Mohit Bansal,"[""ai"",""nlp"",""vision""]"
University of California - Santa Barbara,https://www.cs.ucsb.edu/~kemm/,Richard A. Kemmerer,"[""metrics"",""comm"",""soft"",""sec"",""log""]"
University of Virginia,https://www.cs.virginia.edu/people/faculty/weaver.html,Alfred C. Weaver,
Northwestern University,http://www.ece.northwestern.edu/~rjoseph/,Russ Joseph,"[""arch"",""da""]"
Columbia University,http://www.cs.columbia.edu/~misra/,Vishal Misra,"[""metrics"",""comm"",""ir"",""sec"",""mobile""]"
University of Virginia,http://quinlanlab.org/,Aaron R. Quinlan,
Massey University,https://www.massey.ac.nz/massey/learning/colleges/college-of-sciences/staff-list.cfm?stref=340450,Sunil Lal,
University of Calgary,http://www.ucalgary.ca/kbarker/,Ken Barker,"[""ai""]"
University of California - Berkeley,https://www.cs.berkeley.edu/~christos/,Christos H. Papadimitriou,"[""mobile"",""hpc"",""act"",""comm"",""mod""]"
Oregon State University,http://eecs.oregonstate.edu/people/li-fuxin,Fuxin Li,"[""vision"",""mlmining""]"
CUNY,http://www.google.com/search?q=Akira%20Kawaguchi%20CUNY&btnI,Akira Kawaguchi,
Virginia Tech,http://www.cs.vt.edu/~mccricks/,D. Scott McCrickard,"[""chi""]"
Duke University,https://users.cs.duke.edu/~shivnath/,Shivnath Babu,"[""ops"",""mod""]"
University of Washington,https://www.cs.washington.edu/people/faculty/lsz,Luke S. Zettlemoyer,"[""ai"",""nlp"",""chi"",""mlmining""]"
University of Salerno,http://www.unisa.it/docenti/andreafrancescoabate/index?nv=docenti.unisa.it/andreafrancesco.abate,Andrea F. Abate,
University of South Florida,http://www.cspaul.com/wordpress/,Paul Rosen,"[""graph""]"
University of Adelaide,http://www.adelaide.edu.au/directory/michael.brooks,Michael J. Brooks,"[""vision""]"
University of Sydney,http://sydney.edu.au/engineering/people/kevin.kuan.php,Kevin K. Y. Kuan,
Princeton University,https://www.cs.princeton.edu/~rs/,Bob Sedgewick,
Boston University,https://www.cs.bu.edu/fac/canetti/,Ran Canetti,"[""crypt"",""sec"",""act""]"
Australian National University,http://wwwmaths.anu.edu.au/~brent/,Richard Brent,
University of Warsaw,http://rutcor.rutgers.edu/~mkaminski/,Marcin Jakub Kaminski,
Monash University,http://monash.edu/research/explore/en/persons/cagatay-goncu(8747e864-156a-441d-9287-1bc0adff8611).html,Cagatay Goncu,"[""ir""]"
Australian National University,https://researchers.anu.edu.au/researchers/zhou-d,Dingfu Zhou,
University of Southern California,http://iris.usc.edu/people/medioni/,Gérard G. Medioni,"[""ai"",""robotics"",""vision"",""mlmining""]"
University of Chicago,http://people.cs.uchicago.edu/~haryadi/,Haryadi S. Gunawi,"[""arch"",""comm"",""plan"",""ops""]"
Princeton University,https://www.cs.princeton.edu/~appel/,Andrew W. Appel,"[""sec"",""plan"",""log""]"
Massey University,http://www.massey.ac.nz/massey/expertise/profile.cfm?stref=715330,Liqiong Tang,
University of Pennsylvania,http://www.cis.upenn.edu/~sanjeev/,Sanjeev Khanna,"[""bio"",""robotics"",""comm"",""act"",""hpc"",""mod""]"
Stony Brook University,http://www3.cs.stonybrook.edu/~liu/,Yanhong A. Liu,"[""plan"",""log"",""mod""]"
University of Delaware,https://www.eecis.udel.edu/~harvey/,Terry Harvey,
DIKU,http://www.diku.dk/Ansatte/?pure=da/persons/561613,Tijs Slaats,
Monash University,http://monash.edu/research/explore/en/persons/thomas-chandler(a463de60-ea28-4a19-9176-a90ba8599429).html,Tom Chandler,
University of Waterloo,https://uwaterloo.ca/~mwg,Mark Giesbrecht,"[""act""]"
VU Amsterdam,http://www.cs.vu.nl/~gusz/,Guszti Eiben,
Georgia Institute of Technology,http://www.google.com/search?q=Concettina%20Guerra%20Georgia%20Institute%20of%20Technology&btnI,Concettina Guerra,
University of Minnesota,http://www-users.cs.umn.edu/~isler/,Volkan Isler,"[""mlmining"",""mobile"",""robotics"",""ai"",""act"",""vision""]"
University College London,http://www0.cs.ucl.ac.uk/people/S.Riedel.html,Sebastian Robert Riedel,
Harvard University,https://www.seas.harvard.edu/directory/finale,Finale Doshi-Velez,"[""ai"",""robotics"",""mlmining""]"
Duke University,https://ece.duke.edu/faculty/robert-calderbank,A. Robert Calderbank,"[""mlmining"",""comm"",""vision"",""act""]"
TU Dresden,https://www.cfaed.tu-dresden.de/ccc-staff-castrillon,Jerónimo Castrillón Mazo,
ETH Zurich,http://ait.ethz.ch/people/hilliges/,Otmar Hilliges,"[""graph"",""robotics"",""chi""]"
New York University,http://www.cs.nyu.edu/~jinyang/,Jinyang Li,"[""ops"",""mobile"",""ir"",""da"",""comm"",""mod""]"
University of Texas - Dallas,http://www.utdallas.edu/~ivor/,Ivor P. Page,
University of Maryland - College Park,https://www.cs.umd.edu/~als/,Alan Sussman,"[""hpc""]"
Johns Hopkins University,http://avirubin.com/,Aviel D. Rubin,"[""comm"",""sec""]"
University of Massachusetts - Lowell,http://www.google.com/search?q=John%20C.%20Sieg%20Jr.%20University%20of%20Massachusetts%20-%20Lowell&btnI,John C. Sieg Jr.,
